"Amazon fees - Referral Fee on Item Price",Date,"Order ID",SKU,"Transaction type","Payment Type","Payment Detail",Amount,Quantity,"Product Title","Amazon fees - FBA Pick & Pack Fee","Amazon fees - FBA Weight Handling Fee","Promo rebates - ","Promo rebates - Shipping","Other - Shipping","Amazon fees - FBA Order Handling Fee","Amazon fees - Shipping Chargeback","Amazon fees - FBA transportation fee"
-$1.79,8-Apr-16,113-0258233-8168254,R6-ADU0-UQOZ,"Order Payment","Product charges",,$11.94,1,"Sunbeam Ultra Slim Space Saving Multi Tier Velvet Trouser Hangers (Pack of 3)",,,,,,,,
-$4.50,8-Apr-16,102-2641518-3057029,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$6.00,7-Apr-16,114-2921817-7053041,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$2.55,7-Apr-16,115-9020386-1451422,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",-$1.06,-$4.29,,,,-$1.00,,
-$6.00,7-Apr-16,110-3936440-0670618,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",-$2.12,-$1.92,,,,-$1.00,,
-$4.50,7-Apr-16,112-7069067-9256225,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,$7.30,,-$7.30,
-$4.50,7-Apr-16,107-1932192-3965841,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,7-Apr-16,103-3271408-4141018,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,7-Apr-16,108-9339620-2715467,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,7-Apr-16,115-2470658-4365827,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$3.00,7-Apr-16,108-8070630-6960200,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",-$1.06,-$0.96,,,$3.99,-$1.00,-$3.99,
-$4.50,7-Apr-16,107-2384388-5571421,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$2.55,7-Apr-16,115-7115551-5260209,2O-P69W-826P,"Order Payment","Product charges",,$16.99,1,"Guardmax - Waterproof Mattress Protector Cover - Fitted Style - Quiet! - Twin Size (39""x75"") - Skirt Stretches to 16""!",-$1.06,-$2.34,$0.00,-$2.34,$2.34,-$1.00,,
-$4.50,7-Apr-16,112-0317766-3537054,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$6.00,7-Apr-16,110-2714236-6784252,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,$6.99,,-$6.99,
-$3.00,6-Apr-16,111-3289972-9069042,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",-$1.06,-$0.96,,,,-$1.00,,
-$5.25,6-Apr-16,002-8780968-7386635,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,6-Apr-16,106-0002123-9149018,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$3.00,6-Apr-16,104-0257212-2868278,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",-$1.06,-$0.96,,,,-$1.00,,
-$5.25,6-Apr-16,102-6406573-0964208,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$6.00,6-Apr-16,116-4493055-7029061,3Y-2VGV-AZ21,"Order Payment","Product charges",,$39.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$10.50,6-Apr-16,116-6661051-1406605,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$8.18,-$8.02,,,,,,
-$4.50,6-Apr-16,106-7042016-6094650,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,6-Apr-16,113-8143804-2374628,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$2.00,6-Apr-16,112-7158184-7327412,NC-MU4S-M0SS,"Order Payment","Product charges",,$11.98,2,"Cuispro Snap-Fit Pop Molds: 6 Rocket and 6 Boat shapes",,,,,,,,
-$5.25,6-Apr-16,112-5808356-5225830,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,6-Apr-16,115-1847038-7842605,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,6-Apr-16,113-4830728-7763461,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$1.12,6-Apr-16,104-3485886-8341857,Q0-OA97-BH2V,"Order Payment","Product charges",,$14.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",-$1.06,-$0.50,-$7.50,,$6.03,-$1.00,-$6.03,
-$4.50,5-Apr-16,105-7963332-9279441,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$9.00,5-Apr-16,102-7264275-0965056,BQ-4FEP-C3OH,"Order Payment","Product charges",,$59.98,2,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$8.18,-$7.24,$0.00,,,,,
-$4.50,5-Apr-16,111-8904208-7350625,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,5-Apr-16,110-4512308-3009005,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,$0.00,,,,,
-$4.50,5-Apr-16,116-9201431-2690633,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,5-Apr-16,115-1296720-2764269,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,$0.00,-$3.15,$3.15,,,
,,,,,,,,,,-$0.75,,,,,-$4.75,,-$0.45
-$1.12,5-Apr-16,102-4358747-9157037,Q0-OA97-BH2V,"Order Payment","Product charges",,$14.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",-$1.06,-$0.50,-$7.50,,,-$1.00,,
-$1.65,5-Apr-16,105-7864971-7593808,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Regular Show Mordecai Hooded Blue Backpack",-$1.06,-$3.51,,,,-$1.00,,
-$4.50,5-Apr-16,106-9585986-4857868,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,$3.94,,-$3.94,
-$4.50,5-Apr-16,102-3989200-4091418,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
,,,,,,,,,,-$0.75,,,,,-$4.75,,-$0.45
-$4.50,5-Apr-16,104-7966260-1890606,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,$7.30,,-$7.30,
-$4.50,5-Apr-16,103-3271408-4141018,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$1.65,5-Apr-16,105-9273125-2145042,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Regular Show Mordecai Hooded Blue Backpack",-$1.06,-$3.51,,,$4.21,-$1.00,-$4.21,
-$13.50,5-Apr-16,112-1111605-4660220,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$12.27,-$10.86,,,,,,
-$4.50,5-Apr-16,112-4431799-3569045,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$3.00,5-Apr-16,115-6786285-6048235,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",-$1.06,-$0.96,$0.00,-$1.99,$1.99,-$1.00,,
-$3.00,4-Apr-16,112-5176864-4413853,CW-OY03-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Pink)",-$1.06,-$0.96,,,$2.32,-$1.00,-$2.32,
-$5.25,4-Apr-16,103-3401191-4681012,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,$0.00,,,,,
-$5.25,4-Apr-16,104-2638128-6038603,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,4-Apr-16,114-7453497-2598627,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$5.25,4-Apr-16,108-3747918-4523421,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,4-Apr-16,105-7292766-1031452,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,104-3590664-4716237,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,$0.00,,$3.99,,-$3.99,
-$5.25,4-Apr-16,108-8955242-7135464,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,4-Apr-16,107-4525931-1750653,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,104-5059642-4403425,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,108-2867293-5482637,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,110-6258514-4259458,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,002-7414083-1743459,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,$0.00,-$2.19,$2.19,,,
-$4.50,4-Apr-16,107-3146075-9085040,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,4-Apr-16,116-3186852-4454625,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$1.42,4-Apr-16,110-4877618-1837027,JE-0F9S-TM6N,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Red,)",-$1.06,-$0.96,-$9.50,,,-$1.00,,
-$9.00,4-Apr-16,112-5679979-3626610,BQ-4FEP-C3OH,"Order Payment","Product charges",,$59.98,2,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$8.18,-$7.24,,,,,,
-$9.00,4-Apr-16,113-1787844-6505855,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$8.18,-$7.24,,,,,,
-$1.79,4-Apr-16,115-8180416-3749021,R6-ADU0-UQOZ,"Order Payment","Product charges",,$11.94,1,"Sunbeam Ultra Slim Space Saving Multi Tier Velvet Trouser Hangers (Pack of 3)",,,,,,,,
-$4.50,4-Apr-16,002-1480887-1482629,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,$6.48,,-$6.48,
-$4.50,4-Apr-16,116-3071124-8590645,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$3.00,4-Apr-16,002-9024280-7371443,CW-OXZZ-VE7M,"Order Payment","Product charges",,$19.99,1,"Mental Beats Xcentric Earbuds with Metal Mic Includes Tangle Free Flatwire Cord (Green)",-$1.06,-$0.96,,,,-$1.00,,
-$4.50,4-Apr-16,113-8587091-4833046,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$1.42,3-Apr-16,111-1105655-7997868,JE-0F9S-TM6N,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Red,)",-$1.06,-$0.96,-$9.50,,,-$1.00,,
-$1.12,3-Apr-16,111-1936370-1529861,Q0-OA97-BH2V,"Order Payment","Product charges",,$14.99,1,"Mental Beats Car Mount Dashboard and Windshield Phone Holder Car Accessories Universal for all Smartphones (Black / Silver )",-$1.06,-$0.50,-$7.50,,,-$1.00,,
-$5.25,3-Apr-16,113-6859722-3814643,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$2.85,3-Apr-16,114-9862795-0277064,0I-XXS8-8MCZ,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Silver,)",-$1.06,-$0.96,,,,-$1.00,,
-$4.50,3-Apr-16,103-8658418-3572234,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$1.80,3-Apr-16,002-9255337-1910630,CM-O188-8KK2,"Order Payment","Product charges",,$11.99,1,"Mental Beats ICON High Quality Earbuds with 4' FT Tangle Free Cable with Mic (Black)",-$1.06,-$0.96,,,,-$1.00,,
-$4.50,3-Apr-16,114-8497730-8079426,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,103-0934225-3484253,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,$0.00,-$3.35,$3.35,,,
-$9.00,3-Apr-16,107-3480108-8444261,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$8.18,-$7.24,,,,,,
-$4.50,3-Apr-16,110-7743218-8406607,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,105-9116394-0909803,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,106-3658756-3833837,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,$0.00,-$2.67,$2.67,,,
-$5.25,3-Apr-16,109-6594051-3185836,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,$0.00,-$5.91,$5.91,,,
-$4.50,3-Apr-16,103-3805162-7981861,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,103-9899345-4712240,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,103-9388889-1877026,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$3.30,3-Apr-16,106-4459470-5793012,13-PAI1-IANH,"Order Payment","Product charges",,$10.99,1,"Bioworld Regular Show Mordecai Hooded Blue Backpack",-$2.12,-$7.02,,,,-$1.00,,
-$4.50,3-Apr-16,102-4236422-6116269,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,109-5067482-3565024,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,104-3591468-1983415,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,3-Apr-16,104-2921343-7505052,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,$7.19,,-$7.19,
-$4.50,3-Apr-16,113-2815576-8683404,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$9.00,3-Apr-16,109-3691872-7436212,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$8.18,-$7.24,,,,,,
-$5.25,3-Apr-16,109-7604440-9220236,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$2.55,3-Apr-16,114-7111645-6157812,RO-6RXH-KT8V,"Order Payment","Product charges",,$16.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (25, Ivory)",-$1.06,-$4.29,,,,-$1.00,,
-$1.42,3-Apr-16,111-5390534-4752206,JE-0F9S-TM6N,"Order Payment","Product charges",,$18.99,1,"Mental Beats Xclusive High Quality Metal Earbuds With Mic and 4' FT Cable (Red,)",-$1.06,-$0.96,-$9.50,,,-$1.00,,
-$4.50,3-Apr-16,105-9871236-3239428,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$3.75,2-Apr-16,109-7171884-0825027,7W-PCJM-3BVK,"Order Payment","Product charges",,$24.99,1,"Xpert DEEP BASS Ultimate Comfort Pillow Soft Over the Ear Headphones with Mic (Red)",-$1.06,-$0.96,,,,-$1.00,,
-$5.25,2-Apr-16,102-9939915-1906654,3Y-2VGV-AZ21,"Order Payment","Product charges",,$34.99,1,"Cool Gel Memory Foam Ventilated Core Hypoallergenic Standard Pillow",-$4.09,-$4.01,,,,,,
-$4.50,2-Apr-16,112-6477544-2681057,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,$0.00,-$2.21,$2.21,,,
-$4.50,2-Apr-16,103-6221017-5086605,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$4.50,2-Apr-16,105-7098112-9465853,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,$0.00,,$4.37,,-$4.37,
-$4.50,2-Apr-16,112-9909841-7626639,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$4.50,2-Apr-16,109-3831128-0082631,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$13.50,2-Apr-16,116-5056575-3587462,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$12.27,-$10.86,,,,,,
-$4.50,2-Apr-16,110-3415895-6347418,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,,,,
-$1.65,1-Apr-16,103-3323852-1236228,0W-I967-F2HV,"Order Payment","Product charges",,$10.99,1,"Flocked Ultra Thin Heavy Duty Velvet Hangers (10, Forrest Green)",-$1.06,-$2.34,,,,-$1.00,,
-$4.50,1-Apr-16,106-0967113-6636226,BQ-4FEP-C3OH,"Order Payment","Product charges",,$29.99,1,"Hypoallergenic Contour Bamboo Memory Foam Pillow Great for Relieving Neck and Shoulder Aches",-$4.09,-$3.62,,,,,,
-$1.65,1-Apr-16,107-9480549-9724215,CM-W5HY-8L8C,"Order Payment","Product charges",,$10.99,1,"Bioworld Adventure Time Mountain Cinch Bag 13"", Blue/White",-$1.06,-$0.96,,,$3.36,-$1.00,-$3.36,
-$4.50,1-Apr-16,108-5861465-0705017,22-Q94M-YDGP,"Order Payment","Product charges",,$29.99,1,"Infused Cool Gel Ventilated Core Hypoallergenic MEMORY FOAM Pillow - Standard Ultra Soft Pillow",-$4.09,-$3.62,,,$4.48,,-$4.48,
